FIPS,CountyState,Latitude,Longitude,State,Type,Region,VoteDemocratic2016,VoteRepublican2016,DifferenceTotal,VotesTotal2016,PercentageDemocratic2016,PercentageRepublican2016,DemocratOrRepublican,PercentageDemocratOrRepublican,OnlyRepublicanPERCENTAGE2016,OnlyDemocratPERCENTAGE2016,VotesONLYRepublican2016,VotesONLYDDemocratic2016,,C Income/Capita,College2014,BlackPercentage,AsianPercentage,HispanicPercentage,ForeignBornPercentage,PovertyPercentage2014,PopulationDensity,LandArea,Obese2013,MedianIncomeHousehold2014
28089,"Neshoba County, Mississippi",32.747316,-89.12996,MS,County,Atlantic-S,2715,7679,4964,10553.00,26,73,0,73,0.73,0,4964,0,,15523,0.4,0.45,0,0.01,0,0.31,26.8,407,0.38,31963
28091,"Newton County, Mississippi",32.405252,-89.11831,MS,County,Atlantic-S,2756,6548,3792,9438.00,29,69,0,69,0.69,0,3792,0,,18693,0.47,0.21,0.01,0.02,0.01,0.24,52.1,570,0.38,37686
28093,"Noxubee County, Mississippi",33.115598,-88.58159,MS,County,Atlantic-S,4347,1200,3147,5574.00,78,22,1,-78,0,0.78,0,3147,,18864,0.52,0.3,0,0.02,0.01,0.19,37.6,578,0.35,35185
28095,"Oktibbeha County, Mississippi",33.439846,-88.86234,MS,County,Atlantic-S,8859,8576,283,18124.00,49,47,1,-49,0,0.49,0,283,,12780,0.34,0.72,0,0.01,0.01,0.35,16.6,695,0.41,28730
28097,"Panola County, Mississippi",34.364489,-89.96222,MS,County,Atlantic-S,7431,7449,18,15064.00,49,49,0,49,0.49,0,18,0,,20202,0.67,0.37,0.03,0.02,0.04,0.34,104.1,458,0.34,34429
28099,"Pearl River County, Mississippi",30.716802,-89.60504,MS,County,Atlantic-S,3604,17782,14178,21883.00,17,81,0,81,0.81,0,14178,0,,18073,0.44,0.5,0,0.02,0,0.25,50.7,685,0.36,34526
28101,"Perry County, Mississippi",31.21461,-88.99095,MS,County,Atlantic-S,1220,4135,2915,5432.00,23,76,0,76,0.76,0,2915,0,,20549,0.49,0.13,0.01,0.03,0.02,0.22,68.8,811,0.34,38465
28103,"Pike County, Mississippi",31.200988,-90.4339,MS,County,Atlantic-S,8043,8009,34,16310.00,49,49,1,-49,0,0.49,0,34,,17183,0.41,0.2,0,0.01,0,0.21,18.9,647,0.37,32459
28105,"Pontotoc County, Mississippi",34.247321,-89.01561,MS,County,Atlantic-S,2386,10336,7950,12984.00,18,80,0,80,0.8,0,7950,0,,18183,0.47,0.52,0.01,0.01,0.01,0.28,98.8,409,0.37,30078
28107,"Prentiss County, Mississippi",34.617939,-88.53007,MS,County,Atlantic-S,2067,7648,5581,9872.00,21,77,0,77,0.77,0,5581,0,,18576,0.42,0.15,0,0.06,0.02,0.14,60.2,498,0.31,40198
28109,"Quitman County, Mississippi",34.260657,-90.26743,MS,County,Atlantic-S,2312,1001,1311,3365.00,69,30,1,-69,0,0.69,0,1311,,16589,0.4,0.14,0,0.01,0,0.24,60.9,415,0.33,34794
28111,"Rankin County, Mississippi",32.265894,-89.99889,MS,County,Atlantic-S,14110,47178,33068,62768.00,23,75,0,75,0.75,0,33068,0,,13954,0.4,0.7,0,0.01,0.01,0.41,20.3,405,0.42,26204
28113,"Scott County, Mississippi",32.392083,-89.51794,MS,County,Atlantic-S,4268,6122,1854,10522.00,41,58,0,58,0.58,0,1854,0,,26897,0.62,0.2,0.01,0.02,0.02,0.12,182.7,775,0.32,58368
28115,"Sharkey County, Mississippi",32.915089,-90.83701,MS,County,Atlantic-S,1479,692,787,2190.00,68,32,1,-68,0,0.68,0,787,,16789,0.38,0.38,0,0.11,0.07,0.25,46.4,609,0.34,32049
28117,"Simpson County, Mississippi",31.911087,-89.86162,MS,County,Atlantic-S,3874,7393,3519,11419.00,34,65,0,65,0.65,0,3519,0,,15744,0.45,0.71,0,0.01,0,0.31,11.4,432,0.38,27877
28119,"Smith County, Mississippi",31.985054,-89.51802,MS,County,Atlantic-S,1617,5928,4311,7627.00,21,78,0,78,0.78,0,4311,0,,18314,0.41,0.36,0,0.02,0.02,0.23,46.7,589,0.38,34338
28121,"Stone County, Mississippi",30.796,-89.12952,MS,County,Atlantic-S,1573,5306,3733,7045.00,22,75,0,75,0.75,0,3733,0,,20334,0.39,0.23,0,0.01,0.01,0.24,25.9,636,0.37,38975
28123,"Sunflower County, Mississippi",33.587683,-90.58367,MS,County,Atlantic-S,6725,2794,3931,9598.00,70,29,1,-70,0,0.7,0,3931,,18576,0.52,0.2,0,0.01,0.01,0.18,40,445,0.36,41136
28125,"Tallahatchie County, Mississippi",33.944274,-90.22847,MS,County,Atlantic-S,3337,2462,875,5870.00,57,42,1,-57,0,0.57,0,875,,12588,0.42,0.73,0,0.02,0.01,0.36,42.2,698,0.42,29227
28127,"Tate County, Mississippi",34.644651,-89.96466,MS,County,Atlantic-S,3926,7495,3569,11627.00,34,64,0,64,0.64,0,3569,0,,12747,0.33,0.57,0.01,0.06,0.05,0.3,23.8,645,0.4,28456
28129,"Tippah County, Mississippi",34.768954,-88.92583,MS,County,Atlantic-S,1842,7240,5398,9235.00,20,78,0,78,0.78,0,5398,0,,20431,0.52,0.31,0,0.03,0.02,0.19,71.3,405,0.37,40975
28131,"Tishomingo County, Mississippi",34.728895,-88.24274,MS,County,Atlantic-S,999,7166,6167,8371.00,12,86,0,86,0.86,0,6167,0,,18493,0.4,0.16,0,0.05,0.02,0.26,48.5,458,0.34,37026
28133,"Tunica County, Mississippi",34.672958,-90.37378,MS,County,Atlantic-S,2667,853,1814,3567.00,75,24,1,-75,0,0.75,0,1814,,18338,0.38,0.03,0,0.03,0.02,0.18,46.2,424,0.37,35550
28135,"Union County, Mississippi",34.489085,-88.99973,MS,County,Atlantic-S,2012,9235,7223,11496.00,18,80,0,80,0.8,0,7223,0,,15549,0.46,0.75,0.01,0.02,0.04,0.3,23.7,455,0.41,30689
28137,"Walthall County, Mississippi",31.136883,-90.11338,MS,County,Atlantic-S,2790,4056,1266,6919.00,40,59,0,59,0.59,0,1266,0,,19273,0.45,0.15,0,0.04,0.03,0.24,65.2,416,0.33,37667
28139,"Warren County, Mississippi",32.342364,-90.8548,MS,County,Atlantic-S,9284,9767,483,19416.00,48,50,0,50,0.5,0,483,0,,16850,0.38,0.44,0,0.02,0.01,0.25,38.2,404,0.38,31607
28141,"Washington County, Mississippi",33.354493,-90.96353,MS,County,Atlantic-S,11380,5244,6136,16825.00,68,31,1,-68,0,0.68,0,6136,,22362,0.56,0.48,0.01,0.02,0.02,0.24,82.9,588,0.33,40397
28143,"Wayne County, Mississippi",31.649588,-88.65279,MS,County,Atlantic-S,3524,5990,2466,9599.00,37,62,0,62,0.62,0,2466,0,,16671,0.47,0.71,0.01,0.01,0.01,0.37,70.5,725,0.39,30292
28145,"Webster County, Mississippi",33.58674,-89.24371,MS,County,Atlantic-S,1019,3976,2957,5069.00,20,78,0,78,0.78,0,2957,0,,18928,0.35,0.39,0,0.01,0,0.28,25.6,811,0.38,35425
28147,"Wilkinson County, Mississippi",31.175595,-91.26623,MS,County,Atlantic-S,2857,1318,1539,4218.00,68,31,1,-68,0,0.68,0,1539,,18728,0.51,0.2,0,0.01,0.01,0.25,24.4,421,0.34,34073
28149,"Winston County, Mississippi",33.093326,-89.05408,MS,County,Atlantic-S,3850,4910,1060,8881.00,43,55,0,55,0.55,0,1060,0,,18717,0.37,0.7,0,0.01,0,0.28,14.6,678,0.4,27596
28151,"Yalobusha County, Mississippi",34.054653,-89.7271,MS,County,Atlantic-S,2582,3376,794,6077.00,43,56,0,56,0.56,0,794,0,,18501,0.45,0.46,0,0.01,0.01,0.3,31.6,607,0.36,34403
28153,"Yazoo County, Mississippi",32.797792,-90.38794,MS,County,Atlantic-S,5369,4598,771,10070.00,53,46,1,-53,0,0.53,0,771,,18750,0.4,0.38,0,0.02,0,0.22,27.1,467,0.39,34494
28155,"Adair County, Missouri",40.190406,-92.58578,MS,County,Atlantic-S,3500,6030,2530,10226.00,34,59,0,59,0.59,0,2530,0,,14291,0.39,0.57,0.01,0.05,0.04,0.36,30.4,923,0.39,30313
28157,"Andrew County, Missouri",39.962974,-94.82218,MO,County,Central-S,2045,6665,4620,9140.00,22,73,0,73,0.73,0,4620,0,,19258,0.53,0.02,0.02,0.02,0.02,0.24,45.2,567,0.29,35425
28159,"Atchison County, Missouri",40.424242,-95.44985,MO,County,Central-S,541,2060,1519,2730.00,20,75,0,75,0.75,0,1519,0,,25302,0.5,0.01,0,0.02,0,0.08,39.9,433,0.29,56309
28161,"Audrain County, Missouri",39.206389,-91.79634,MO,County,Central-S,2570,6981,4411,10061.00,26,69,0,69,0.69,0,4411,0,,24748,0.46,0.01,0,0.01,0,0.12,10.4,547,0.3,45997
28163,"Barry County, Missouri",36.700136,-93.83175,MO,County,Central-S,2710,11428,8718,14605.00,19,78,0,78,0.78,0,8718,0,,19687,0.38,0.07,0,0.03,0.01,0.17,36.9,692,0.35,41302
29001,"Barton County, Missouri",37.497277,-94.32553,MO,County,Central-S,795,4959,4164,5939.00,13,83,0,83,0.83,0,4164,0,,19489,0.41,0.01,0.01,0.08,0.04,0.19,45.8,778,0.32,38139
29003,"Bates County, Missouri",38.245471,-94.36172,MO,County,Central-S,1618,6001,4383,8031.00,20,75,0,75,0.75,0,4383,0,,20678,0.44,0,0,0.02,0.02,0.19,20.9,592,0.35,37581
29005,"Benton County, Missouri",38.293859,-93.29942,MO,County,Central-S,2025,7213,5188,9590.00,21,75,0,75,0.75,0,5188,0,,21047,0.39,0.01,0,0.02,0.01,0.19,20.4,837,0.32,41462
29007,"Bollinger County, Missouri",37.343327,-90.01076,MO,County,Central-S,705,4827,4122,5676.00,12,85,0,85,0.85,0,4122,0,,19717,0.41,0,0,0.02,0.01,0.2,27.1,704,0.31,33236
29009,"Boone County, Missouri",38.989761,-92.31338,MO,County,Central-S,41125,36200,4925,83867.00,49,43,1,-49,0,0.49,0,4925,,19470,0.36,0,0,0.01,0.01,0.2,20,618,0.33,39033
29011,"Buchanan County, Missouri",39.722544,-94.82701,MO,County,Central-S,12013,21320,9307,35659.00,34,60,0,60,0.6,0,9307,0,,26895,0.73,0.09,0.04,0.03,0.06,0.2,237.4,685,0.28,50305
29013,"Butler County, Missouri",36.723851,-90.38774,MO,County,Central-S,3036,13650,10614,17259.00,18,79,0,79,0.79,0,10614,0,,21961,0.49,0.06,0.01,0.06,0.03,0.17,218.6,408,0.33,45431
29015,"Caldwell County, Missouri",39.659262,-93.97898,MO,County,Central-S,838,3232,2394,4312.00,19,75,0,75,0.75,0,2394,0,,19246,0.43,0.06,0.01,0.02,0.01,0.21,61.6,695,0.35,35774
29017,"Callaway County, Missouri",38.824557,-91.94572,MO,County,Central-S,4989,13057,8068,19193.00,26,68,0,68,0.68,0,8068,0,,21482,0.44,0.01,0,0.02,0.01,0.14,22.1,426,0.37,43111
29019,"Camden County, Missouri",38.086511,-92.7698,MO,County,Central-S,4768,16944,12176,22514.00,21,75,0,75,0.75,0,12176,0,,23171,0.49,0.05,0.01,0.02,0.02,0.13,53.1,835,0.34,49384
29021,"Cape Girardeau County, Missouri",37.358761,-89.628,MO,County,Central-S,8492,27017,18525,37038.00,23,73,0,73,0.73,0,18525,0,,23038,0.53,0.01,0.01,0.03,0.02,0.16,67.1,656,0.29,44410
29023,"Carroll County, Missouri",39.416811,-93.47929,MO,County,Central-S,745,3480,2735,4361.00,17,80,0,80,0.8,0,2735,0,,23751,0.55,0.08,0.01,0.02,0.02,0.16,130.7,579,0.32,47705
29025,"Carter County, Missouri",36.947814,-90.93666,MO,County,Central-S,436,2324,1888,2850.00,15,82,0,82,0.82,0,1888,0,,24073,0.4,0.02,0,0.01,0.01,0.14,13.4,695,0.35,39017
29027,"Cass County, Missouri",38.689373,-94.37666,MO,County,Central-S,14846,33098,18252,50990.00,29,65,0,65,0.65,0,18252,0,,18245,0.49,0,0,0.02,0.01,0.22,12.4,507,0.31,32170
29029,"Cedar County, Missouri",37.7305,-93.88539,MO,County,Central-S,1011,5021,4010,6288.00,16,80,0,80,0.8,0,4010,0,,27463,0.58,0.04,0.01,0.04,0.02,0.09,142.7,697,0.3,60970
29031,"Chariton County, Missouri",39.506036,-92.97645,MO,County,Central-S,888,2950,2062,3969.00,22,74,0,74,0.74,0,2062,0,,16362,0.41,0,0,0.02,0.01,0.23,29.5,474,0.31,33631
29033,"Christian County, Missouri",37.015357,-93.23672,MO,County,Central-S,8508,30946,22438,41531.00,21,75,0,75,0.75,0,22438,0,,19481,0.36,0.02,0,0.01,0.01,0.17,10.4,751,0.3,43049
29035,"Clark County, Missouri",40.407943,-91.72906,MO,County,Central-S,724,2458,1734,3316.00,22,74,0,74,0.74,0,1734,0,,25134,0.6,0.01,0.01,0.03,0.02,0.11,137.5,563,0.29,51831
29037,"Clay County, Missouri",39.253674,-94.47403,MO,County,Central-S,45304,57476,12172,110176.00,41,52,0,52,0.52,0,12172,0,,20279,0.42,0,0.01,0.01,0,0.18,14.1,505,0.34,43298
29039,"Clinton County, Missouri",39.601426,-94.38976,MO,County,Central-S,2572,7067,4495,10208.00,25,69,0,69,0.69,0,4495,0,,29406,0.64,0.06,0.02,0.06,0.05,0.09,559,397,0.29,61598
29041,"Cole County, Missouri",38.540006,-92.24073,MO,County,Central-S,10913,24616,13703,37374.00,29,66,0,66,0.66,0,13703,0,,25100,0.52,0.02,0,0.02,0.01,0.1,49.5,419,0.35,51221
29043,"Cooper County, Missouri",38.85528,-92.80498,MO,County,Central-S,1932,5624,3692,7986.00,24,70,0,70,0.7,0,3692,0,,26160,0.6,0.12,0.01,0.03,0.03,0.13,192.9,394,0.31,51885
29045,"Crawford County, Missouri",38.025235,-91.32633,MO,County,Central-S,1824,7724,5900,9920.00,18,78,0,78,0.78,0,5900,0,,22910,0.48,0.07,0.01,0.02,0.02,0.18,31.2,565,0.35,42166
29047,"Dade County, Missouri",37.41647,-93.83312,MO,County,Central-S,637,3184,2547,3951.00,16,81,0,81,0.81,0,2547,0,,18415,0.39,0,0,0.02,0.01,0.21,33.2,743,0.32,37379
29049,"Dallas County, Missouri",37.675356,-93.04086,MO,County,Central-S,1272,5895,4623,7453.00,17,79,0,79,0.79,0,4623,0,,20034,0.43,0,0,0.02,0.01,0.21,16.1,490,0.34,37173
29051,"Daviess County, Missouri",39.960585,-93.98667,MO,County,Central-S,730,2767,2037,3738.00,20,74,0,74,0.74,0,2037,0,,18155,0.39,0,0,0.02,0.01,0.23,31,541,0.34,34987
29053,"DeKalb County, Missouri",39.881288,-94.40509,MO,County,Central-S,824,3540,2716,4594.00,18,77,0,77,0.77,0,2716,0,,19890,0.43,0.01,0,0.02,0.01,0.15,15,563,0.33,41610
29055,"Dent County, Missouri",37.630171,-91.50831,MO,County,Central-S,978,5600,4622,6791.00,14,82,0,82,0.82,0,4622,0,,16635,0.37,0.11,0,0.02,0.02,0.1,30.6,421,0.36,42174
29057,"Douglas County, Missouri",36.929195,-92.527,MO,County,Central-S,984,5486,4502,6666.00,15,82,0,82,0.82,0,4502,0,,18544,0.41,0.01,0.01,0.01,0.01,0.21,20.8,753,0.35,34411
29059,"Dunklin County, Missouri",36.298597,-90.06573,MO,County,Central-S,2360,8026,5666,10578.00,22,76,0,76,0.76,0,5666,0,,16404,0.36,0,0,0.01,0.01,0.23,16.8,814,0.33,31805
29061,"Franklin County, Missouri",38.427346,-91.03608,MO,County,Central-S,12341,35430,23089,50113.00,25,71,0,71,0.71,0,23089,0,,17990,0.32,0.1,0,0.06,0.03,0.26,59.1,541,0.32,31486
29063,"Gasconade County, Missouri",38.449325,-91.51259,MO,County,Central-S,1520,5670,4150,7451.00,20,76,0,76,0.76,0,4150,0,,24742,0.52,0.01,0,0.02,0.01,0.13,110,923,0.3,51978
29065,"Gentry County, Missouri",40.203034,-94.42153,MO,County,Central-S,605,2304,1699,3043.00,20,76,0,76,0.76,0,1699,0,,21830,0.42,0,0.01,0.01,0.01,0.15,29.4,518,0.35,44065
29067,"Greene County, Missouri",37.216298,-93.31608,MO,County,Central-S,42728,78035,35307,129231.00,33,60,0,60,0.6,0,35307,0,,20534,0.45,0.01,0,0.01,0.01,0.17,13.7,491,0.29,39444
29069,"Grundy County, Missouri",40.108464,-93.58517,MO,County,Central-S,780,3462,2682,4428.00,18,78,0,78,0.78,0,2682,0,,23520,0.62,0.03,0.02,0.03,0.03,0.19,407.7,675,0.32,40386
29071,"Harrison County, Missouri",40.333346,-93.97377,MO,County,Central-S,574,2965,2391,3689.00,16,80,0,80,0.8,0,2391,0,,19527,0.46,0.01,0.01,0.02,0.01,0.16,23.6,435,0.33,37911
29073,"Henry County, Missouri",38.386717,-93.77459,MO,County,Central-S,2357,7075,4718,9866.00,24,72,0,72,0.72,0,4718,0,,19468,0.35,0,0,0.02,0.01,0.16,12.4,722,0.34,37486
29075,"Hickory County, Missouri",37.916612,-93.33379,MO,County,Central-S,1016,3542,2526,4724.00,22,75,0,75,0.75,0,2526,0,,22394,0.46,0.01,0,0.02,0.01,0.18,32,697,0.3,39232
29077,"Holt County, Missouri",40.096286,-95.21826,MO,County,Central-S,347,1926,1579,2355.00,15,82,0,82,0.82,0,1579,0,,17361,0.4,0,0,0.01,0.01,0.22,24.1,399,0.29,33707
29079,"Howard County, Missouri",39.14874,-92.69524,MO,County,Central-S,1283,3277,1994,4868.00,26,67,0,67,0.67,0,1994,0,,24127,0.44,0,0.01,0.01,0.01,0.12,10.6,463,0.33,41652
29081,"Howell County, Missouri",36.786515,-91.87764,MO,County,Central-S,2881,13893,11012,17455.00,17,80,0,80,0.8,0,11012,0,,21598,0.49,0.05,0,0.01,0.01,0.18,21.9,464,0.34,44188
29083,"Iron County, Missouri",37.539303,-90.7439,MO,County,Central-S,933,3173,2240,4269.00,22,74,0,74,0.74,0,2240,0,,17416,0.45,0.01,0.01,0.02,0.02,0.24,43.6,927,0.32,32662
29085,"Jackson County, Missouri",39.024005,-94.46324,MO,County,Central-S,168972,116211,52761,301876.00,56,38,1,-56,0,0.56,0,52761,,19101,0.4,0.02,0,0.02,0.01,0.24,19.3,550,0.35,33091
29087,"Jasper County, Missouri",37.148298,-94.41269,MO,County,Central-S,10572,35070,24498,48326.00,22,73,0,73,0.73,0,24498,0,,26062,0.59,0.24,0.02,0.08,0.06,0.17,1116.2,604,0.31,46185
29089,"Jefferson County, Missouri",38.285842,-90.49926,MO,County,Central-S,31568,69036,37468,106238.00,30,65,0,65,0.65,0,37468,0,,21124,0.5,0.02,0.01,0.07,0.04,0.18,184,638,0.35,40047
29091,"Johnson County, Missouri",38.745484,-93.79631,MO,County,Central-S,5930,13719,7789,21132.00,28,65,0,65,0.65,0,7789,0,,24792,0.54,0.01,0.01,0.02,0.02,0.11,332.9,657,0.3,58976
29093,"Knox County, Missouri",40.136849,-92.14793,MO,County,Central-S,379,1416,1037,1870.00,20,76,0,76,0.76,0,1037,0,,21547,0.61,0.05,0.02,0.04,0.03,0.18,63.4,829,0.31,49949
29095,"Laclede County, Missouri",37.661192,-92.62411,MO,County,Central-S,2553,12881,10328,16051.00,16,80,0,80,0.8,0,10328,0,,20946,0.4,0.01,0,0.01,0.01,0.26,8.2,504,0.32,37581
29097,"Lafayette County, Missouri",39.065505,-93.80214,MO,County,Central-S,4053,10988,6935,15876.00,26,69,0,69,0.69,0,6935,0,,19553,0.41,0.01,0.01,0.02,0.01,0.2,46.5,765,0.31,36895
29099,"Lawrence County, Missouri",37.05534,-93.81036,MO,County,Central-S,2901,13089,10188,16715.00,17,78,0,78,0.78,0,10188,0,,23637,0.46,0.02,0.01,0.03,0.01,0.1,53.2,628,0.29,48128
29101,"Lewis County, Missouri",40.08572,-91.67526,MO,County,Central-S,934,3344,2410,4456.00,21,75,0,75,0.75,0,2410,0,,19060,0.44,0,0,0.07,0.03,0.19,63.1,612,0.3,39908
29103,"Lincoln County, Missouri",39.032384,-90.93219,MO,County,Central-S,5575,18159,12584,24962.00,22,73,0,73,0.73,0,12584,0,,19317,0.41,0.03,0,0.02,0.02,0.15,20.2,505,0.36,41891
29105,"Linn County, Missouri",39.833088,-93.0869,MO,County,Central-S,1240,4088,2848,5587.00,22,73,0,73,0.73,0,2848,0,,22063,0.44,0.02,0,0.02,0.02,0.14,83.8,627,0.32,53804
29107,"Livingston County, Missouri",39.780413,-93.5535,MO,County,Central-S,1265,4879,3614,6421.00,20,76,0,76,0.76,0,3614,0,,21015,0.36,0.01,0,0.02,0.02,0.15,20.7,616,0.31,37597
29109,"McDonald County, Missouri",36.621553,-94.38432,MO,County,Central-S,1329,6599,5270,8242.00,16,80,0,80,0.8,0,5270,0,,21011,0.41,0.03,0,0.02,0.01,0.18,28.6,532,0.29,47937
29111,"Macon County, Missouri",39.830285,-92.56463,MO,County,Central-S,1548,5798,4250,7631.00,20,76,0,76,0.76,0,4250,0,,17505,0.44,0.01,0.01,0.12,0.08,0.22,42.8,539,0.28,34863
29113,"Madison County, Missouri",37.50375,-90.31253,MO,County,Central-S,1005,4102,3097,5321.00,19,77,0,77,0.77,0,3097,0,,20054,0.43,0.02,0.01,0.01,0.01,0.16,19.4,801,0.33,35345
29115,"Maries County, Missouri",38.148173,-91.89942,MO,County,Central-S,794,3561,2767,4500.00,18,79,0,79,0.79,0,2767,0,,17316,0.4,0,0.01,0.02,0.01,0.21,24.7,494,0.34,35363
29117,"Marion County, Missouri",39.770045,-91.50763,MO,County,Central-S,2994,9419,6425,12938.00,23,73,0,73,0.73,0,6425,0,,22026,0.41,0,0,0.01,0.01,0.17,17.4,527,0.34,40165
29119,"Mercer County, Missouri",40.428383,-93.57759,MO,County,Central-S,216,1486,1270,1745.00,12,85,0,85,0.85,0,1270,0,,21909,0.46,0.05,0.01,0.01,0.01,0.16,65.9,437,0.37,42088
29121,"Miller County, Missouri",38.238974,-92.48109,MO,County,Central-S,1750,9285,7535,11416.00,15,81,0,81,0.81,0,7535,0,,20178,0.39,0,0.01,0.01,0.01,0.2,8.3,454,0.33,38023
29123,"Mississippi County, Missouri",36.843567,-89.33284,MO,County,Central-S,1458,3600,2142,5169.00,28,70,0,70,0.7,0,2142,0,,19385,0.43,0.01,0,0.02,0.01,0.21,41.7,593,0.31,37360
29125,"Moniteau County, Missouri",38.635825,-92.60419,MO,County,Central-S,1237,5347,4110,6830.00,18,78,0,78,0.78,0,4110,0,,15558,0.31,0.24,0,0.02,0.01,0.27,34.8,412,0.32,30661
29127,"Monroe County, Missouri",39.511236,-91.99052,MO,County,Central-S,853,3159,2306,4156.00,21,76,0,76,0.76,0,2306,0,,19451,0.4,0.04,0,0.04,0.03,0.11,37.6,415,0.28,47158
29129,"Montgomery County, Missouri",38.936879,-91.46595,MO,County,Central-S,1119,4127,3008,5429.00,21,76,0,76,0.76,0,3008,0,,20331,0.41,0.03,0,0.01,0.01,0.15,13.6,648,0.31,41376
29131,"Morgan County, Missouri",38.364764,-92.84746,MO,County,Central-S,1768,6760,4992,8821.00,20,77,0,77,0.77,0,4992,0,,20991,0.39,0.02,0.01,0.02,0.01,0.18,22.8,536,0.34,42105
29133,"New Madrid County, Missouri",36.588288,-89.67707,MO,County,Central-S,1933,5270,3337,7357.00,26,72,0,72,0.72,0,3337,0,,17935,0.38,0.01,0.01,0.02,0.01,0.23,34.4,598,0.28,36867
29135,"Newton County, Missouri",36.904767,-94.36781,MO,County,Central-S,4990,20553,15563,26606.00,19,77,0,77,0.77,0,15563,0,,21215,0.34,0.16,0.01,0.02,0.01,0.22,28.1,675,0.33,34631
29137,"Nodaway County, Missouri",40.359654,-94.87789,MO,County,Central-S,2529,6380,3851,9458.00,27,67,0,67,0.67,0,3851,0,,22341,0.52,0.01,0.01,0.05,0.04,0.15,93,625,0.32,45448
29139,"Oregon County, Missouri",36.636805,-91.42732,MO,County,Central-S,865,3671,2806,4668.00,19,79,0,79,0.79,0,2806,0,,18079,0.49,0.03,0.02,0.02,0.01,0.28,26.6,877,0.3,42956
29141,"Osage County, Missouri",38.464962,-91.85933,MO,County,Central-S,998,5856,4858,7090.00,14,83,0,83,0.83,0,4858,0,,16331,0.4,0,0,0.01,0.01,0.28,13.8,790,0.32,29415
29143,"Ozark County, Missouri",36.631583,-92.45484,MO,County,Central-S,724,3639,2915,4505.00,16,81,0,81,0.81,0,2915,0,,22629,0.42,0,0,0.01,0,0.09,23,604,0.33,51958
29145,"Pemiscot County, Missouri",36.193331,-89.7673,MO,County,Central-S,1947,3964,2017,6027.00,32,66,0,66,0.66,0,2017,0,,17215,0.4,0,0,0.02,0,0.2,13.1,745,0.33,31025
29147,"Perry County, Missouri",37.709917,-89.83777,MO,County,Central-S,1520,6908,5388,8740.00,17,79,0,79,0.79,0,5388,0,,16881,0.35,0.27,0,0.02,0.01,0.29,37.1,493,0.34,32120
29149,"Pettis County, Missouri",38.710464,-93.26407,MO,County,Central-S,4324,12810,8486,18111.00,24,71,0,71,0.71,0,8486,0,,23435,0.41,0.01,0.01,0.02,0.02,0.12,40,474,0.33,50548
29151,"Phelps County, Missouri",37.922046,-91.7737,MO,County,Central-S,4766,12709,7943,18553.00,26,69,0,69,0.69,0,7943,0,,19709,0.5,0.03,0.01,0.08,0.07,0.18,61.9,682,0.37,40038
29153,"Pike County, Missouri",39.360621,-91.1457,MO,County,Central-S,1806,5274,3468,7382.00,25,71,0,71,0.71,0,3468,0,,21173,0.54,0.03,0.03,0.02,0.04,0.18,67.2,672,0.27,40710
29155,"Platte County, Missouri",39.3154,-94.72937,MO,County,Central-S,20057,25933,5876,49100.00,41,53,0,53,0.53,0,5876,0,,18650,0.36,0.08,0,0.02,0.01,0.15,27.6,670,0.29,44408
29157,"Polk County, Missouri",37.614444,-93.41417,MO,County,Central-S,2631,10438,7807,13763.00,19,76,0,76,0.76,0,7807,0,,35143,0.72,0.06,0.02,0.05,0.05,0.07,212.7,420,0.31,70874
29159,"Pulaski County, Missouri",37.84647,-92.19885,MO,County,Central-S,2922,9876,6954,13488.00,22,73,0,73,0.73,0,6954,0,,19511,0.45,0.01,0.01,0.02,0.01,0.24,49,636,0.29,38344
29161,"Putnam County, Missouri",40.474568,-93.0069,MO,County,Central-S,353,1936,1583,2346.00,15,83,0,83,0.83,0,1583,0,,20863,0.57,0.12,0.03,0.1,0.05,0.13,95.6,547,0.28,47227
29163,"Ralls County, Missouri",39.535247,-91.49748,MO,County,Central-S,1138,3969,2831,5266.00,22,75,0,75,0.75,0,2831,0,,19397,0.43,0,0,0.01,0.01,0.19,9.6,517,0.32,34684
29165,"Randolph County, Missouri",39.427644,-92.48026,MO,County,Central-S,2283,7529,5246,10309.00,22,73,0,73,0.73,0,5246,0,,23299,0.4,0.01,0,0.01,0,0.1,21.6,470,0.33,51738
29167,"Ray County, Missouri",39.321065,-94.02324,MO,County,Central-S,3090,7104,4014,10869.00,28,65,0,65,0.65,0,4014,0,,17587,0.46,0.06,0.01,0.02,0,0.19,52.6,483,0.33,41346
29169,"Reynolds County, Missouri",37.365801,-90.97782,MO,County,Central-S,540,2406,1866,3038.00,18,79,0,79,0.79,0,1866,0,,24549,0.42,0.01,0,0.02,0.01,0.12,41.3,569,0.35,51986
29171,"Ripley County, Missouri",36.61731,-90.80975,MO,County,Central-S,830,4522,3692,5524.00,15,82,0,82,0.82,0,3692,0,,18449,0.29,0.01,0,0.01,0,0.24,8.3,808,0.33,31820
29173,"St. Charles County, Missouri",38.7843,-90.65185,MO,County,Central-S,68626,121650,53024,201004.00,34,61,0,61,0.61,0,53024,0,,16408,0.37,0,0,0.01,0.01,0.25,22.4,630,0.34,30019
29175,"St. Clair County, Missouri",38.05117,-93.77926,MO,County,Central-S,936,3501,2565,4630.00,20,76,0,76,0.76,0,2565,0,,31586,0.68,0.05,0.02,0.03,0.04,0.06,643.7,560,0.25,74220
