FIPS,CountyState,Latitude,Longitude,State,Type,Region,VoteDemocratic2016,VoteRepublican2016,VotesTotal2016,DifferenceVotes2016,PercentageDemocratic2016,PercentageRepublican2016,DemocratOrRepublican,,C Income/Capita,College2014,BlackPercentage,AsianPercentage,HispanicPercentage,ForeignBornPercentage,PovertyPercentage2014,PopulationDensity,LandArea,Obese2013,MedianIncomeHousehold2014
29165,"Randolph County, Missouri",39.427644,-92.48026,MO,County,Central-S,"2,283","7,529","10,309","5,246",0.22,0.73,0,,23299,0.4,0.01,0,0.01,0,0.1,21.6,470,0.33,51738
29167,"Ray County, Missouri",39.321065,-94.02324,MO,County,Central-S,"3,090","7,104","10,869","4,014",0.28,0.65,0,,17587,0.46,0.06,0.01,0.02,0,0.19,52.6,483,0.33,41346
29169,"Reynolds County, Missouri",37.365801,-90.97782,MO,County,Central-S,540,"2,406","3,038","1,866",0.18,0.79,0,,24549,0.42,0.01,0,0.02,0.01,0.12,41.3,569,0.35,51986
29171,"Ripley County, Missouri",36.61731,-90.80975,MO,County,Central-S,830,"4,522","5,524","3,692",0.15,0.82,0,,18449,0.29,0.01,0,0.01,0,0.24,8.3,808,0.33,31820
29173,"St. Charles County, Missouri",38.7843,-90.65185,MO,County,Central-S,"68,626","121,650","201,004","53,024",0.34,0.61,0,,16408,0.37,0,0,0.01,0.01,0.25,22.4,630,0.34,30019
29175,"St. Clair County, Missouri",38.05117,-93.77926,MO,County,Central-S,936,"3,501","4,630","2,565",0.2,0.76,0,,31586,0.68,0.05,0.02,0.03,0.04,0.06,643.7,560,0.25,74220
29177,"Ste. Genevieve County, Missouri",37.907931,-90.1726,MO,County,Central-S,"2,542","5,496","8,469","2,954",0.3,0.65,0,,17337,0.36,0.01,0,0.02,0.01,0.22,14.6,670,0.29,33986
29179,"St. Francois County, Missouri",37.839741,-90.50567,MO,County,Central-S,"6,250","17,468","24,728","11,218",0.25,0.71,0,,22921,0.45,0.01,0,0.01,0.01,0.12,36.4,499,0.3,46874
29181,"St. Louis County, Missouri",38.654152,-90.37848,MO,County,Central-S,"390,939","223,266","646,048","-167,673",0.61,0.35,1,,18544,0.48,0.05,0,0.01,0.01,0.19,144.6,452,0.33,40376
29183,"Saline County, Missouri",39.123835,-93.20445,MO,County,Central-S,"2,789","5,977","9,274","3,188",0.3,0.64,0,,34795,0.7,0.24,0.04,0.03,0.07,0.11,1966.4,508,0.29,60093
29185,"Schuyler County, Missouri",40.467327,-92.52704,MO,County,Central-S,354,"1,505","1,936","1,151",0.18,0.78,0,,19006,0.44,0.05,0.01,0.1,0.06,0.19,30.9,756,0.38,41112
29186,"Scotland County, Missouri",40.438738,-92.14661,MO,County,Central-S,365,"1,525","1,968","1,160",0.19,0.77,0,,18160,0.39,0,0,0.01,0.02,0.24,14.4,307,0.3,34644
29187,"Scott County, Missouri",37.042732,-89.57855,MO,County,Central-S,"3,575","13,168","17,256","9,593",0.21,0.76,0,,20363,0.39,0,0,0.01,0,0.18,11.1,437,0.31,38281
29189,"Shannon County, Missouri",37.125329,-91.39842,MO,County,Central-S,776,"2,966","3,904","2,190",0.2,0.76,0,,20825,0.39,0.12,0,0.02,0.01,0.19,93.3,420,0.37,40532
29195,"Shelby County, Missouri",39.774758,-92.08544,MO,County,Central-S,606,"2,524","3,255","1,918",0.19,0.78,0,,16862,0.42,0,0,0.02,0.01,0.25,8.4,1004,0.3,27382
29197,"Stoddard County, Missouri",36.847028,-89.9587,MO,County,Central-S,"1,876","11,079","13,291","9,203",0.14,0.83,0,,19331,0.46,0.01,0,0.01,0.01,0.18,12.7,501,0.33,42498
29199,"Stone County, Missouri",36.714982,-93.45702,MO,County,Central-S,"2,887","13,158","16,567","10,271",0.17,0.79,0,,22967,0.39,0.01,0,0.02,0,0.15,36.4,823,0.33,38329
29201,"Sullivan County, Missouri",40.20988,-93.13398,MO,County,Central-S,526,"1,884","2,486","1,358",0.21,0.76,0,,21733,0.45,0,0,0.02,0.01,0.17,69.4,464,0.33,40642
29203,"Taney County, Missouri",36.650639,-93.16512,MO,County,Central-S,"4,373","18,276","23,515","13,903",0.19,0.78,0,,19279,0.36,0.01,0,0.19,0.1,0.17,10.4,648,0.36,36642
29205,"Texas County, Missouri",37.294746,-91.97122,MO,County,Central-S,"1,728","8,875","10,956","7,147",0.16,0.81,0,,20231,0.5,0.02,0.01,0.05,0.04,0.19,81.8,632,0.31,35731
29207,"Vernon County, Missouri",37.849768,-94.34855,MO,County,Central-S,"1,707","6,533","8,599","4,826",0.2,0.76,0,,17868,0.36,0.04,0,0.02,0.01,0.21,22.1,1177,0.33,33755
29209,"Warren County, Missouri",38.765482,-91.13652,MO,County,Central-S,"3,915","11,111","15,784","7,196",0.25,0.7,0,,19734,0.44,0.01,0.01,0.02,0.02,0.21,25.6,826,0.3,40267
29211,"Washington County, Missouri",37.956596,-90.83072,MO,County,Central-S,"1,926","7,048","9,282","5,122",0.21,0.76,0,,24692,0.5,0.02,0.01,0.03,0.02,0.13,75.8,429,0.28,52959
29213,"Wayne County, Missouri",37.113637,-90.49248,MO,County,Central-S,948,"4,658","5,762","3,710",0.17,0.81,0,,17703,0.32,0.02,0,0.01,0.01,0.23,33.2,760,0.34,34581
29215,"Webster County, Missouri",37.266991,-92.89501,MO,County,Central-S,"3,177","12,840","16,743","9,663",0.19,0.77,0,,18970,0.37,0.01,0,0.01,0,0.22,17.8,759,0.36,30721
29217,"Worth County, Missouri",40.475472,-94.4276,MO,County,Central-S,195,808,"1,046",613,0.19,0.77,0,,19955,0.45,0.01,0,0.02,0.01,0.19,61,593,0.34,41561
29219,"Wright County, Missouri",37.227226,-92.46802,MO,County,Central-S,"1,170","6,707","8,119","5,537",0.14,0.83,0,,22967,0.43,0.01,0,0.01,0,0.13,8.1,267,0.3,38802
29221,"Beaverhead County, Montana",45.186254,-112.86587,MO,County,Central-S,"1,143","3,353","4,849","2,210",0.24,0.69,0,,14752,0.37,0.01,0,0.02,0.02,0.28,27.6,682,0.31,31600
